Date,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-04-06,1.18,4.95,0.78,1.82,5.24
2008-04-07,1.07,4.48,1.68,0.47,6.57
2008-04-08,1.85,7.7,1.91,7.44,12.17
2008-04-09,0.85,3.52,0.0,0.26,6.25
2008-04-10,1.03,4.31,2.26,0.32,4.53
2008-04-11,1.3,5.45,1.25,0.34,10.08
2008-04-12,1.94,8.22,4.91,1.74,10.57
2008-04-13,1.55,6.55,1.77,4.13,9.03
2008-04-14,1.1,4.6,0.0,0.3,7.78
2008-04-15,1.16,4.91,0.82,2.78,6.86
2008-04-16,1.03,4.32,0.58,0.28,7.86
2008-04-17,0.97,4.1,1.19,0.29,6.0
2008-04-18,1.29,5.46,1.51,2.66,7.58
2008-04-19,1.57,6.64,3.0,1.71,10.22
2008-04-20,1.24,5.26,0.72,3.16,7.22
2008-04-21,0.81,3.4,0.0,1.86,4.71
2008-04-22,1.13,4.77,0.67,3.54,7.36
2008-04-23,0.94,3.97,0.96,0.34,5.84
2008-04-24,0.72,3.06,0.88,0.36,3.68
2008-04-25,0.88,3.7,0.57,1.39,6.53
2008-04-26,0.63,2.63,0.0,0.44,2.49
2008-04-27,0.7,2.96,0.48,0.41,3.81
2008-04-28,0.46,1.95,0.0,0.43,1.93
2008-04-29,1.37,5.77,0.97,3.76,7.28
2008-04-30,0.77,3.22,0.73,0.41,4.62
2008-05-01,0.4,1.7,0.0,0.37,1.8
2008-05-02,1.04,4.38,2.16,0.41,6.03
2008-05-03,0.9,3.8,0.69,0.38,4.54
2008-05-04,1.02,4.36,1.52,1.99,3.79
2008-05-05,0.95,4.0,0.7,0.26,7.08
2008-05-06,1.24,5.25,0.94,3.76,8.47
2008-05-07,0.82,3.46,0.72,0.29,4.62
2008-05-08,1.47,6.18,2.55,0.49,8.83
2008-05-09,1.21,5.14,1.55,0.29,8.27
2008-05-10,1.33,5.64,4.83,0.42,8.13
2008-05-11,1.12,4.8,0.39,0.93,4.81
2008-05-12,1.06,4.52,1.45,0.75,8.3
2008-05-13,1.03,4.39,0.57,2.84,5.81
2008-05-14,1.1,4.71,1.71,2.39,6.75
2008-05-15,0.81,3.52,0.6,0.4,4.74
2008-05-16,1.15,4.92,1.55,1.78,6.23
2008-05-17,1.15,4.95,1.5,0.65,8.66
2008-05-18,1.25,5.41,1.23,3.72,5.99
2008-05-19,0.72,3.07,0.7,0.39,5.21
2008-05-20,1.1,4.68,0.94,1.69,8.32
2008-05-21,0.92,3.92,1.38,0.33,6.42
2008-05-22,0.68,2.96,0.69,0.31,4.5
2008-05-23,1.03,4.36,0.0,0.97,10.23
2008-05-24,1.1,4.67,0.71,0.4,8.91
2008-05-25,1.42,6.14,2.99,6.12,4.18
2008-05-26,0.9,3.93,0.68,0.46,6.45
2008-05-27,1.19,5.11,0.0,3.72,7.97
2008-05-28,0.77,3.35,2.18,0.36,4.66
2008-05-29,0.79,3.48,0.7,0.35,6.04
2008-05-30,0.97,4.2,0.0,2.1,7.85
2008-05-31,1.14,4.92,1.23,1.62,8.23
2008-06-01,1.28,5.42,1.32,0.38,7.85
2008-06-02,0.75,3.22,0.67,0.39,4.4
2008-06-03,1.11,4.84,2.01,1.81,6.43
2008-06-04,1.1,4.83,1.08,5.33,4.52
2008-06-05,0.78,3.4,1.21,0.35,6.1
2008-06-06,0.85,3.67,0.7,0.35,5.47
2008-06-07,1.31,5.53,1.65,1.81,10.13
2008-06-08,1.07,4.6,1.76,2.2,6.76
2008-06-09,0.92,4.04,1.37,1.45,5.5
2008-06-10,0.74,3.2,0.63,0.41,6.24
2008-06-11,0.78,3.39,0.68,0.58,5.25
2008-06-12,0.87,3.8,1.35,0.39,5.03
2008-06-13,1.3,5.61,1.95,5.11,7.32
2008-06-14,0.96,4.21,1.29,0.7,7.42
2008-06-15,1.59,6.77,4.49,4.72,8.05
2008-06-16,0.9,3.9,1.38,0.32,6.95
2008-06-17,0.8,3.43,0.75,0.3,7.01
2008-06-18,1.32,5.71,5.24,2.11,8.81
2008-06-19,1.1,4.74,2.37,1.05,7.58
2008-06-20,1.16,5.01,2.05,2.04,8.62
2008-06-21,1.2,5.13,0.65,4.04,8.91
2008-06-22,1.09,4.67,3.27,0.82,7.4
2008-06-23,0.87,3.79,1.81,0.4,7.03
2008-06-24,1.22,5.26,1.93,2.42,9.91
2008-06-25,0.88,3.91,1.93,0.4,6.53
2008-06-26,0.73,3.21,0.64,0.4,6.23
2008-06-27,1.22,5.24,2.89,1.65,7.06
2008-06-28,0.84,3.69,0.0,1.39,5.51
2008-06-29,0.52,2.33,0.66,0.37,2.71
2008-06-30,0.56,2.48,0.0,0.36,4.74
2008-07-01,0.84,3.74,2.41,0.41,5.83
2008-07-02,0.8,3.57,0.67,0.45,4.86
2008-07-03,0.76,3.34,0.67,1.78,5.15
2008-07-04,0.65,2.83,0.0,0.41,5.77
2008-07-05,1.02,4.39,1.3,4.69,5.81
2008-07-06,1.25,5.36,2.96,3.63,5.23
2008-07-07,0.68,2.97,1.51,0.41,4.96
2008-07-08,0.78,3.37,0.69,0.35,5.27
2008-07-09,0.64,2.78,0.66,0.35,5.11
2008-07-10,0.87,3.74,0.68,0.38,5.68
2008-07-11,0.87,3.78,0.5,0.39,6.42
2008-07-12,0.92,4.05,3.08,1.82,5.02
2008-07-13,0.87,3.77,1.16,2.2,4.91
2008-07-14,0.79,3.43,1.78,1.39,4.47
2008-07-15,0.8,3.44,0.67,0.38,5.96
2008-07-16,0.75,3.24,1.07,1.94,3.46
2008-07-17,0.92,4.03,0.78,0.5,5.75
2008-07-18,0.88,3.74,0.79,0.38,6.43
2008-07-19,0.93,4.02,2.04,2.18,5.33
2008-07-20,0.65,2.84,1.35,0.75,3.79
2008-07-21,0.8,3.48,1.18,0.3,6.38
2008-07-22,0.51,2.27,0.0,0.3,3.39
2008-07-23,0.65,2.85,0.86,0.32,4.39
2008-07-24,0.76,3.22,0.58,0.33,5.79
2008-07-25,0.6,2.62,0.81,0.34,4.67
2008-07-26,0.57,2.49,0.0,0.66,4.34
2008-07-27,0.8,3.51,0.74,0.6,5.82
2008-07-28,0.57,2.57,0.0,0.35,4.14
2008-07-29,0.81,3.64,1.09,0.37,4.03
2008-07-30,0.9,4.07,1.77,0.54,4.36
2008-07-31,0.97,4.23,1.06,1.95,5.27
2008-08-01,0.51,2.33,0.41,0.8,3.54
2008-08-02,0.35,1.59,0.0,0.35,2.64
2008-08-03,0.35,1.58,0.0,0.35,2.73
2008-08-04,0.78,3.42,0.41,3.25,3.06
2008-08-05,0.57,2.51,0.44,0.35,4.94
2008-08-06,0.23,1.09,0.0,0.36,1.54
2008-08-07,0.23,1.12,0.0,0.37,1.64
2008-08-08,0.21,1.01,0.0,0.33,1.38
2008-08-09,0.25,1.16,0.0,0.34,1.32
2008-08-10,0.24,1.12,0.0,0.32,1.32
2008-08-11,0.26,1.17,0.0,0.34,1.31
2008-08-12,0.2,0.95,0.0,0.32,1.28
2008-08-13,0.2,0.93,0.0,0.31,1.24
2008-08-14,0.19,0.88,0.0,0.31,1.14
2008-08-15,0.19,0.9,0.0,0.3,1.17
2008-08-16,0.19,0.9,0.0,0.31,1.17
2008-08-17,0.19,0.9,0.0,0.31,1.19
2008-08-18,0.19,0.89,0.0,0.31,1.19
2008-08-19,0.19,0.9,0.0,0.31,1.18
2008-08-20,0.19,0.88,0.0,0.3,1.13
2008-08-21,0.18,0.85,0.0,0.3,1.1
2008-08-22,0.19,0.87,0.0,0.3,1.12
2008-08-23,0.18,0.83,0.0,0.29,1.03
2008-08-24,0.18,0.83,0.0,0.28,1.06
2008-08-25,0.17,0.81,0.0,0.29,1.0
2008-08-26,0.18,0.84,0.0,0.29,1.06
2008-08-27,0.18,0.83,0.0,0.28,1.07
2008-08-28,0.19,0.88,0.0,0.3,1.13
2008-08-29,0.19,0.88,0.0,0.3,1.11
2008-08-30,0.19,0.89,0.0,0.3,1.12
2008-08-31,1.04,4.45,1.43,2.59,8.42
2008-09-01,0.87,3.73,0.66,0.36,7.07
2008-09-02,0.96,4.14,2.97,0.84,4.62
2008-09-03,0.96,4.12,0.92,1.32,7.09
2008-09-04,0.85,3.65,1.55,0.28,6.53
2008-09-05,0.61,2.61,0.26,0.3,4.82
2008-09-06,1.3,5.52,2.05,4.51,9.31
2008-09-07,0.95,4.08,2.51,1.19,4.15
2008-09-08,0.91,3.85,0.52,1.59,6.64
2008-09-09,0.81,3.46,0.16,0.31,5.37
2008-09-10,0.9,3.86,0.7,0.28,7.14
2008-09-11,0.71,3.08,0.7,0.29,5.31
2008-09-12,0.97,4.14,1.3,0.28,6.07
2008-09-13,1.13,4.82,0.65,3.77,8.2
2008-09-14,1.09,4.73,3.25,0.31,4.54
2008-09-15,1.18,5.07,0.67,0.25,7.17
2008-09-16,0.85,3.62,0.0,0.26,5.73
2008-09-17,1.06,4.49,1.33,2.59,6.51
2008-09-18,1.05,4.45,2.92,0.25,5.55
2008-09-19,1.05,4.48,1.09,0.24,8.59
2008-09-20,0.91,3.81,0.0,0.26,8.66
2008-09-21,1.06,4.56,2.78,1.65,5.8
2008-09-22,0.94,4.01,0.7,1.7,7.1
2008-09-23,0.86,3.68,0.0,1.51,5.5
2008-09-24,1.19,5.03,1.4,3.28,7.32
2008-09-25,0.79,3.34,0.7,0.52,5.89
2008-09-26,0.99,4.24,0.85,0.26,7.56
2008-09-27,1.48,6.26,3.02,1.79,8.81
2008-09-28,1.2,5.08,1.33,0.27,7.81
2008-09-29,1.04,4.41,0.7,0.25,7.41
2008-09-30,0.95,4.02,0.69,0.25,5.15
2008-10-01,1.3,5.48,1.56,4.03,7.51
2008-10-02,0.93,3.95,0.0,0.25,6.29
2008-10-03,1.12,4.75,3.33,0.24,6.55
2008-10-04,1.46,6.14,2.4,0.44,8.73
2008-10-05,1.08,4.53,0.69,2.26,4.22
2008-10-06,0.99,4.22,0.69,0.2,6.64
2008-10-07,1.2,5.17,0.71,0.29,6.58
2008-10-08,1.29,5.43,0.72,3.56,8.09
2008-10-09,1.38,5.81,0.72,2.13,8.09
2008-10-10,1.05,4.44,0.0,0.27,8.37
2008-10-11,1.16,4.91,1.49,1.62,7.9
2008-10-12,1.32,5.62,1.78,4.04,4.98
2008-10-13,1.02,4.25,0.72,0.37,6.59
2008-10-14,1.12,4.73,0.82,0.31,6.9
2008-10-15,1.5,6.33,1.39,4.89,6.93
2008-10-16,1.1,4.66,0.66,0.3,5.86
2008-10-17,1.3,5.48,1.41,2.21,6.69
2008-10-18,1.55,6.55,0.55,1.15,8.43
2008-10-19,1.37,5.81,0.48,5.56,3.19
2008-10-20,1.16,4.86,0.59,1.84,7.27
2008-10-21,1.43,6.08,0.6,1.85,7.87
2008-10-22,1.14,4.84,0.46,1.77,5.89
2008-10-23,1.27,5.37,0.57,1.0,7.35
2008-10-24,1.48,6.27,5.48,1.58,7.14
2008-10-25,1.09,4.55,0.53,0.28,9.62
2008-10-26,0.36,1.5,0.0,0.25,1.4
2008-10-27,0.36,1.51,0.0,0.28,1.37
2008-10-28,0.92,3.85,1.57,0.25,3.53
2008-10-29,1.12,4.6,0.72,0.24,2.79
2008-10-30,0.76,3.27,0.0,0.24,1.82
2008-10-31,0.89,3.77,0.0,0.22,7.28
2008-11-01,0.58,2.63,0.0,0.24,1.35
2008-11-02,0.63,2.86,0.0,0.24,1.96
2008-11-03,0.59,2.66,0.67,0.24,1.31
2008-11-04,1.08,4.65,0.0,4.32,2.85
2008-11-05,2.18,9.24,5.28,7.23,5.81
2008-11-06,1.1,4.73,0.72,0.3,4.68
2008-11-07,1.12,4.75,0.72,0.27,7.24
2008-11-08,1.2,5.1,0.77,2.27,4.21
2008-11-09,1.79,7.62,4.38,0.46,9.96
2008-11-10,1.46,6.18,0.71,0.25,7.17
2008-11-11,1.71,7.18,1.72,1.59,10.17
2008-11-12,1.52,6.35,0.74,1.89,6.56
2008-11-13,0.86,3.63,0.0,0.23,4.39
2008-11-14,1.13,4.76,1.45,0.23,6.9
2008-11-15,2.11,8.96,2.74,2.64,10.86
2008-11-16,1.64,6.92,3.33,1.27,6.21
2008-11-17,1.06,4.41,0.0,0.26,7.35
2008-11-18,1.21,5.14,0.75,0.26,7.78
2008-11-19,1.28,5.41,1.21,2.1,6.04
2008-11-20,1.18,4.98,0.72,0.24,5.37
2008-11-21,1.16,4.95,0.72,0.24,7.22
2008-11-22,1.19,5.05,0.76,0.61,5.78
2008-11-23,2.37,10.05,2.52,6.13,7.14
2008-11-24,2.23,9.29,0.74,0.35,9.29
2008-11-25,1.88,7.82,2.09,0.24,7.27
2008-11-26,1.05,4.36,0.63,0.21,6.95
2008-11-27,1.64,6.84,1.73,0.23,8.64
2008-11-28,1.31,5.41,0.77,0.2,7.89
2008-11-29,1.69,7.05,3.66,1.66,8.6
2008-11-30,1.67,6.96,0.81,2.42,7.97
2008-12-01,1.12,4.76,0.75,0.21,6.26
2008-12-02,1.25,5.22,0.0,0.21,7.88
2008-12-03,1.22,5.07,0.79,0.21,6.71
2008-12-04,1.21,5.02,0.75,0.2,7.86
2008-12-05,1.43,5.97,0.58,0.22,6.84
2008-12-06,1.75,7.36,2.78,3.99,6.28
2008-12-07,1.71,7.16,2.29,0.22,9.46
2008-12-08,1.3,5.38,0.78,0.21,9.21
2008-12-09,1.39,5.76,1.38,1.77,8.95
2008-12-10,1.54,6.37,0.82,3.02,7.95
2008-12-11,0.99,4.12,0.81,0.19,5.54
2008-12-12,1.26,5.22,0.8,0.18,8.44
2008-12-13,1.27,5.32,1.52,0.18,6.44
2008-12-14,1.39,5.88,2.6,1.73,3.76
2008-12-15,1.25,5.19,0.82,0.18,6.71
2008-12-16,1.25,5.19,0.0,0.18,7.87
2008-12-17,1.46,6.08,2.95,0.2,7.51
2008-12-18,1.21,4.99,0.78,0.18,7.84
2008-12-19,1.31,5.48,1.07,0.21,8.18
2008-12-20,1.56,6.5,0.79,4.5,8.91
2008-12-21,1.84,7.66,0.76,6.38,10.29
2008-12-22,1.4,5.86,1.5,0.27,7.25
2008-12-23,1.25,5.25,1.85,1.47,5.78
2008-12-24,0.88,3.63,0.0,0.25,6.93
2008-12-25,0.74,3.04,0.0,0.2,2.5
2008-12-26,0.85,3.5,0.78,0.19,5.41
2008-12-27,2.06,8.43,0.0,0.17,8.48
2008-12-28,1.09,4.42,1.36,0.15,3.67
2008-12-29,0.39,1.58,0.0,0.15,1.72
2008-12-30,0.83,3.4,0.0,0.17,4.96
2008-12-31,1.36,5.69,2.07,0.17,8.24
2009-01-01,0.98,4.15,0.53,2.67,1.95
2009-01-02,1.62,6.74,1.68,4.18,8.22
2009-01-03,1.33,5.53,4.47,0.23,7.25
2009-01-04,1.35,5.63,1.01,3.65,2.25
2009-01-05,1.11,4.64,0.87,0.22,6.01
2009-01-06,1.17,4.83,0.0,0.18,8.65
2009-01-07,1.44,5.95,1.87,2.65,6.93
2009-01-08,1.13,4.72,1.93,0.21,7.0
2009-01-09,1.24,5.18,1.25,0.19,6.45
2009-01-10,1.46,6.09,1.96,2.98,8.71
2009-01-11,1.37,5.76,3.14,3.68,4.09
2009-01-12,1.1,4.51,0.0,0.18,8.44
2009-01-13,1.52,6.25,0.79,0.23,11.25
2009-01-14,1.23,5.1,1.58,0.23,7.16
2009-01-15,1.09,4.52,1.9,0.27,6.64
2009-01-16,1.92,8.04,4.04,2.19,10.57
2009-01-17,2.3,9.58,1.72,2.19,10.64
2009-01-18,2.19,9.17,3.92,4.65,8.84
2009-01-19,1.18,4.92,0.78,0.26,7.14
2009-01-20,1.21,4.98,0.0,0.2,9.53
2009-01-21,1.21,4.99,0.8,1.5,6.83
2009-01-22,0.86,3.59,0.0,0.24,5.73
2009-01-23,1.33,5.53,1.44,0.2,8.43
2009-01-24,1.53,6.39,3.54,3.12,5.78
2009-01-25,1.97,8.15,2.76,4.14,7.79
2009-01-26,1.16,4.83,0.78,0.24,6.82
2009-01-27,0.99,4.17,0.62,0.19,4.59
2009-01-28,1.89,7.83,1.6,4.83,9.92
2009-01-29,1.09,4.53,0.0,0.2,6.25
2009-01-30,1.43,5.92,1.13,0.19,8.44
2009-01-31,2.3,9.63,5.75,4.57,10.63
2009-02-01,1.29,5.4,2.38,0.44,5.35
2009-02-02,1.11,4.58,0.8,0.16,7.58
2009-02-03,1.3,5.34,0.49,0.61,10.41
2009-02-04,1.71,7.04,0.6,4.83,11.08
2009-02-05,1.15,4.76,0.77,0.18,9.02
2009-02-06,1.42,5.92,0.81,0.19,8.14
2009-02-07,2.17,9.08,4.74,3.11,12.41
2009-02-08,1.52,6.33,3.71,0.18,10.54
2009-02-09,1.19,4.97,0.74,0.16,6.51
2009-02-10,1.35,5.58,0.78,0.18,8.57
2009-02-11,1.83,7.73,2.07,7.28,8.47
2009-02-12,1.37,5.68,0.77,0.21,12.31
2009-02-13,1.17,4.89,0.76,0.18,8.02
2009-02-14,1.62,6.73,1.59,2.26,12.87
2009-02-15,1.1,4.5,1.71,0.16,3.63
2009-02-16,0.92,3.83,0.0,0.18,4.89
2009-02-17,0.55,2.3,0.0,0.19,2.77
2009-02-18,0.57,2.36,0.0,0.21,3.8
2009-02-19,0.51,2.11,0.73,0.18,1.25
2009-02-20,1.31,5.54,2.01,0.2,6.09
2009-02-21,0.91,3.81,1.47,0.18,2.77
2009-02-22,1.55,6.53,2.65,5.96,4.95
2009-02-23,1.9,7.87,0.84,2.6,8.66
2009-02-24,1.24,5.17,0.0,1.11,10.08
2009-02-25,0.81,3.41,0.76,0.19,5.11
2009-02-26,0.8,3.36,0.0,0.19,4.75
2009-02-27,1.41,5.9,0.8,0.17,10.3
2009-02-28,1.13,4.83,0.8,3.72,5.56
2009-03-01,1.71,7.22,7.77,1.9,6.14
2009-03-02,1.03,4.4,1.08,0.22,4.64
2009-03-03,1.28,5.35,0.8,0.19,9.04
2009-03-04,1.28,5.4,1.54,1.78,5.83
2009-03-05,1.0,4.25,0.0,0.19,6.32
2009-03-06,1.24,5.26,0.79,0.18,8.37
2009-03-07,1.18,4.94,0.73,0.56,8.41
2009-03-08,1.64,6.88,5.04,3.65,8.81
2009-03-09,1.17,4.9,1.39,0.26,7.18
2009-03-10,1.28,5.34,0.0,0.2,8.06
2009-03-11,1.67,7.03,2.41,5.06,7.46
2009-03-12,1.31,5.46,0.0,0.25,9.48
2009-03-13,1.0,4.17,0.75,0.22,7.27
2009-03-14,1.49,6.19,1.52,0.19,12.52
2009-03-15,1.35,5.7,2.42,3.58,5.8
2009-03-16,0.93,3.85,0.0,0.21,6.44
2009-03-17,1.34,5.65,0.77,2.74,8.56
2009-03-18,1.01,4.18,0.78,0.26,8.4
2009-03-19,0.83,3.42,0.0,0.22,6.57
2009-03-20,1.02,4.22,0.75,0.21,7.37
2009-03-21,1.34,5.67,3.76,0.47,7.13
2009-03-22,1.17,4.95,1.4,2.62,6.26
2009-03-23,0.9,3.79,0.75,0.22,4.17
2009-03-24,1.15,4.89,1.19,0.24,7.05
2009-03-25,1.28,5.35,1.93,2.3,7.14
2009-03-26,0.84,3.5,0.0,0.22,5.97
2009-03-27,1.19,5.02,0.77,0.37,6.91
2009-03-28,1.57,6.6,3.14,0.23,8.49
2009-03-29,1.54,6.42,1.12,2.79,6.6
2009-03-30,1.03,4.3,0.75,0.2,6.88
2009-03-31,1.27,5.31,1.53,1.88,9.0
2009-04-01,1.14,4.81,1.95,1.64,5.08
2009-04-02,1.14,4.76,0.78,0.22,9.38
2009-04-03,0.95,3.98,0.0,0.23,5.94
2009-04-04,1.52,6.4,1.87,2.9,11.29
2009-04-05,0.96,4.11,2.66,0.25,4.52
2009-04-06,1.01,4.23,0.55,0.23,7.04
2009-04-07,1.0,4.23,0.77,0.23,6.33
2009-04-08,1.07,4.53,1.48,1.96,5.53
2009-04-09,1.31,5.46,1.86,0.25,9.36
2009-04-10,1.28,5.33,1.43,1.96,9.6
2009-04-11,1.71,7.18,2.54,2.98,12.66
2009-04-12,1.49,6.33,5.21,1.04,8.66
2009-04-13,1.11,4.74,0.7,3.93,4.32
2009-04-14,1.04,4.43,0.62,1.63,6.58
2009-04-15,0.84,3.61,1.31,0.32,3.67
2009-04-16,1.09,4.62,2.01,0.28,6.81
2009-04-17,1.42,5.97,0.0,3.63,5.32
2009-04-18,1.05,4.43,0.71,1.81,7.43
2009-04-19,0.89,3.75,1.53,0.26,5.62
2009-04-20,1.03,4.33,0.0,1.84,7.28
2009-04-21,1.32,5.54,1.34,0.26,5.12
2009-04-22,1.04,4.37,0.71,0.84,9.21
2009-04-23,0.79,3.4,0.74,0.27,3.83
2009-04-24,0.83,3.53,0.0,0.27,6.72
2009-04-25,1.4,5.94,1.39,2.71,9.18
2009-04-26,1.24,5.24,2.12,2.1,7.33
2009-04-27,0.94,4.0,0.69,0.26,4.88
2009-04-28,1.18,5.06,1.44,0.26,7.96
2009-04-29,1.16,4.86,0.72,1.73,6.51
2009-04-30,1.27,5.32,0.71,0.25,10.63
2009-05-01,1.05,4.42,0.74,0.73,8.13
2009-05-02,0.97,4.08,0.99,0.26,6.78
2009-05-03,1.12,4.76,2.23,1.8,5.02
2009-05-04,1.16,4.84,0.7,0.29,7.9
2009-05-05,1.2,5.06,0.73,3.85,7.06
2009-05-06,0.94,3.97,0.72,1.25,6.29
2009-05-07,0.7,2.97,0.0,0.26,5.55
2009-05-08,1.29,5.42,1.55,0.59,10.71
2009-05-09,0.88,3.76,1.45,0.27,4.59
2009-05-10,1.37,5.84,2.99,4.64,6.04
2009-05-11,1.05,4.43,0.72,0.32,7.65
2009-05-12,1.13,4.77,0.0,1.88,7.87
2009-05-13,0.87,3.71,0.99,0.38,4.95
2009-05-14,1.12,4.81,0.0,2.82,7.99
2009-05-15,0.99,4.18,0.96,0.34,8.47
2009-05-16,1.39,5.89,1.18,3.35,8.52
2009-05-17,1.07,4.61,1.77,1.34,4.98
2009-05-18,0.84,3.52,0.53,0.26,6.23
2009-05-19,1.12,4.7,2.26,0.55,7.63
2009-05-20,0.91,3.84,0.74,1.31,6.58
2009-05-21,1.09,4.61,1.08,0.89,8.72
2009-05-22,0.75,3.2,0.68,0.84,5.61
2009-05-23,1.06,4.49,0.33,1.28,8.74
2009-05-24,0.89,3.77,0.03,0.31,7.12
2009-05-25,0.94,4.0,0.64,0.67,6.9
2009-05-26,0.93,4.04,0.83,0.6,7.03
2009-05-27,1.07,4.67,0.73,1.64,7.69
2009-05-28,0.82,3.51,1.04,0.29,6.28
2009-05-29,0.86,3.63,0.7,0.3,7.02
2009-05-30,1.15,4.9,1.94,1.19,8.03
2009-05-31,0.66,2.89,1.02,0.32,3.97
2009-06-01,1.0,4.31,1.94,0.32,7.89
2009-06-02,0.76,3.37,0.0,0.35,5.48
2009-06-03,0.94,4.08,0.65,0.95,8.04
2009-06-04,0.72,3.08,1.32,0.32,4.8
2009-06-05,0.85,3.65,0.0,0.32,8.69
2009-06-06,1.02,4.41,1.23,1.9,7.37
2009-06-07,0.84,3.63,1.44,1.14,4.19
2009-06-08,0.82,3.54,0.71,0.3,5.94
2009-06-09,0.93,3.96,0.69,0.29,7.43
2009-06-10,1.11,4.73,0.72,3.3,6.87
2009-06-11,0.9,3.85,0.0,0.33,7.37
2009-06-12,0.77,3.27,0.7,0.32,4.96
2009-06-13,0.47,2.01,0.0,0.17,2.63
2009-06-14,,,,,
2009-06-15,0.78,3.38,0.93,0.35,5.75
2009-06-16,1.05,4.48,2.07,0.85,9.51
2009-06-17,0.69,2.96,0.68,0.42,5.0
2009-06-18,0.81,3.41,0.0,0.32,7.79
2009-06-19,0.75,3.21,0.67,0.33,5.37
2009-06-20,0.77,3.25,0.0,1.85,6.36
2009-06-21,0.59,2.53,0.72,0.29,4.17
2009-06-22,0.76,3.22,0.0,0.31,7.74
2009-06-23,0.72,3.08,0.7,0.88,5.68
2009-06-24,1.07,4.52,2.12,0.86,9.91
2009-06-25,0.54,2.31,0.0,0.34,4.32
2009-06-26,0.89,3.84,1.27,0.37,6.91
2009-06-27,1.19,5.03,1.85,1.69,9.35
2009-06-28,0.74,3.21,0.0,0.99,4.68
2009-06-29,0.7,3.03,1.25,0.42,4.49
2009-06-30,0.83,3.64,0.4,0.72,6.24
2009-07-01,0.85,3.65,0.69,0.41,6.77
2009-07-02,0.86,3.72,0.44,0.42,5.58
2009-07-03,0.6,2.64,0.59,0.45,5.12
2009-07-04,0.86,3.84,1.45,1.62,4.72
2009-07-05,0.98,4.31,2.23,1.0,5.57
2009-07-06,0.66,2.9,0.3,0.52,4.96
2009-07-07,0.77,3.4,0.9,2.51,3.96
2009-07-08,0.86,3.69,0.0,2.44,6.46
2009-07-09,0.59,2.61,0.0,0.46,3.32
2009-07-10,0.83,3.52,0.69,1.83,5.22
2009-07-11,0.69,3.02,0.68,0.47,5.39
2009-07-12,0.36,1.6,0.0,0.41,2.82
2009-07-13,0.34,1.56,0.0,0.41,2.7
2009-07-14,0.63,2.82,1.6,0.43,4.27
2009-07-15,0.5,2.17,0.61,0.65,4.04
2009-07-16,0.42,1.88,0.0,1.2,2.71
2009-07-17,0.51,2.2,0.0,0.43,4.63
2009-07-18,0.67,2.88,0.0,0.46,3.74
2009-07-19,0.84,3.53,0.0,0.42,3.51
2009-07-20,0.46,2.05,0.63,0.54,3.44
2009-07-21,0.57,2.5,0.0,0.68,5.41
2009-07-22,0.51,2.26,0.0,0.47,2.75
2009-07-23,0.72,3.05,0.64,0.43,6.29
2009-07-24,0.39,1.76,0.0,0.44,2.87
2009-07-25,0.37,1.68,0.0,0.4,2.58
2009-07-26,0.38,1.72,0.0,0.71,2.64
2009-07-27,0.48,2.18,0.0,1.43,3.61
2009-07-28,0.63,2.77,0.0,3.4,3.02
2009-07-29,0.63,2.71,0.6,0.52,5.24
2009-07-30,0.55,2.41,0.0,1.6,2.81
