Date,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2009-07-31,0.68,3.0,0.6,2.38,4.38
2009-08-01,0.49,2.21,0.0,0.59,4.34
2009-08-02,0.34,1.57,0.0,0.44,2.46
2009-08-03,0.35,1.57,0.0,0.42,2.65
2009-08-04,0.35,1.61,0.0,0.42,2.69
2009-08-05,0.36,1.64,0.0,0.43,2.81
2009-08-06,0.37,1.68,0.0,0.46,2.91
2009-08-07,0.37,1.7,0.0,0.46,2.94
2009-08-08,0.37,1.66,0.0,0.45,2.84
2009-08-09,0.69,3.06,1.38,1.65,3.58
2009-08-10,0.74,3.28,0.0,2.58,4.18
2009-08-11,0.66,2.95,0.6,1.02,4.57
2009-08-12,0.57,2.55,0.63,0.48,3.47
2009-08-13,1.11,4.78,2.21,6.74,3.11
2009-08-14,0.52,2.28,0.3,0.59,3.23
2009-08-15,1.05,4.61,2.39,1.29,6.2
2009-08-16,0.85,3.79,1.11,0.76,3.95
2009-08-17,0.55,2.42,0.0,0.56,4.35
2009-08-18,0.75,3.26,1.6,1.0,4.39
2009-08-19,0.61,2.73,0.62,0.56,4.2
2009-08-20,0.54,2.42,0.0,0.61,4.26
2009-08-21,0.81,3.5,2.11,0.62,5.23
2009-08-22,1.08,4.76,3.16,2.22,5.94
2009-08-23,0.74,3.33,0.66,0.57,4.86
2009-08-24,0.87,3.77,1.58,0.51,5.73
2009-08-25,0.66,2.89,0.79,0.52,4.37
2009-08-26,0.79,3.43,1.48,1.05,5.46
2009-08-27,0.52,2.32,0.0,0.46,2.97
2009-08-28,0.78,3.37,1.23,0.78,5.2
2009-08-29,0.96,4.18,0.63,1.03,8.13
2009-08-30,1.16,4.98,1.84,0.95,7.39
2009-08-31,0.88,3.82,0.67,0.47,6.93
2009-09-01,0.68,2.99,0.0,0.48,4.22
2009-09-02,0.85,3.64,0.66,0.46,6.89
2009-09-03,0.87,3.76,2.3,2.15,3.48
2009-09-04,0.71,3.06,0.0,0.44,5.62
2009-09-05,1.05,4.53,2.08,1.56,7.25
2009-09-06,0.85,3.67,0.69,0.41,6.27
2009-09-07,0.85,3.64,1.52,0.4,5.76
2009-09-08,0.75,3.22,0.7,0.4,5.93
2009-09-09,1.06,4.49,0.67,2.66,7.41
2009-09-10,0.77,3.31,0.64,0.42,4.52
2009-09-11,0.84,3.57,0.0,0.44,8.12
2009-09-12,1.43,6.14,6.65,0.83,8.75
2009-09-13,1.09,4.69,2.88,0.43,7.07
2009-09-14,1.09,4.66,1.97,0.42,6.31
2009-09-15,1.01,4.28,1.23,0.39,6.0
2009-09-16,1.21,5.15,0.72,2.41,9.29
2009-09-17,0.85,3.61,0.0,0.39,6.74
2009-09-18,0.95,4.04,1.38,0.45,6.35
2009-09-19,1.48,6.26,1.12,2.81,10.31
2009-09-20,1.41,6.02,3.15,1.71,8.29
2009-09-21,0.98,4.2,0.64,0.42,7.53
2009-09-22,0.87,3.7,0.65,0.41,5.9
2009-09-23,1.14,4.82,1.45,0.68,8.95
2009-09-24,0.99,4.23,0.73,0.43,7.2
2009-09-25,0.81,3.48,0.0,0.41,6.73
2009-09-26,1.08,4.59,1.35,0.4,10.13
2009-09-27,0.98,4.2,1.26,3.17,5.94
2009-09-28,0.9,3.8,0.0,0.42,7.5
2009-09-29,0.8,3.39,0.72,0.42,5.08
2009-09-30,1.23,5.23,0.67,5.62,6.39
2009-10-01,0.89,3.79,0.66,0.42,6.55
2009-10-02,0.8,3.39,0.0,0.4,7.04
2009-10-03,1.19,5.05,2.53,0.64,10.06
2009-10-04,1.13,4.82,2.21,2.43,6.24
2009-10-05,0.89,3.7,0.68,0.38,5.54
2009-10-06,0.99,4.17,0.0,0.38,6.12
2009-10-07,1.27,5.34,0.51,3.01,6.88
2009-10-08,1.1,4.58,1.45,0.43,8.03
2009-10-09,0.94,3.95,0.0,0.39,7.44
2009-10-10,1.4,5.93,3.13,0.4,10.29
2009-10-11,1.35,5.75,2.86,4.49,6.01
2009-10-12,0.94,3.97,0.69,0.36,6.54
2009-10-13,1.01,4.25,0.68,0.37,6.62
2009-10-14,1.19,5.0,1.39,2.17,6.95
2009-10-15,1.03,4.32,1.13,0.32,6.7
2009-10-16,1.05,4.42,0.0,0.33,7.73
2009-10-17,1.9,8.05,3.81,3.03,12.73
2009-10-18,1.08,4.5,0.49,0.35,7.74
2009-10-19,0.95,3.95,0.77,0.32,5.71
2009-10-20,1.2,4.97,0.53,0.31,7.64
2009-10-21,1.37,5.71,1.41,4.11,5.95
2009-10-22,0.97,4.04,0.0,0.34,7.69
2009-10-23,1.22,5.14,2.21,0.34,8.12
2009-10-24,1.82,7.66,4.31,0.36,11.07
2009-10-25,1.67,7.07,2.09,4.29,9.51
2009-10-26,0.77,3.24,0.33,0.32,4.02
2009-10-27,0.78,3.27,0.4,0.31,5.81
2009-10-28,0.88,3.69,0.72,0.32,6.47
2009-10-29,1.38,5.85,0.53,2.86,3.94
2009-10-30,1.04,4.35,1.24,1.39,6.13
2009-10-31,1.3,5.45,1.23,1.75,10.16
2009-11-01,1.28,5.39,1.37,0.33,8.48
2009-11-02,1.04,4.4,1.31,0.33,5.2
2009-11-03,1.57,6.63,1.4,2.74,6.27
2009-11-04,1.25,5.23,0.75,2.78,8.5
2009-11-05,1.08,4.54,0.77,0.37,6.85
2009-11-06,0.97,4.03,0.0,0.31,7.87
2009-11-07,1.08,4.51,1.52,0.28,6.95
2009-11-08,1.74,7.24,3.43,1.44,10.33
2009-11-09,0.98,4.09,0.78,0.3,5.3
2009-11-10,1.12,4.65,0.78,0.3,8.19
2009-11-11,1.42,5.97,1.62,3.55,7.79
2009-11-12,1.02,4.25,1.03,0.3,6.53
2009-11-13,1.06,4.46,1.29,0.28,6.37
2009-11-14,1.78,7.45,2.9,1.67,13.1
2009-11-15,1.37,5.78,0.69,3.67,6.56
2009-11-16,1.05,4.4,1.4,0.38,6.5
2009-11-17,1.19,4.91,0.0,0.31,8.07
2009-11-18,1.83,7.69,4.18,5.32,9.57
2009-11-19,1.02,4.25,0.0,0.33,7.59
2009-11-20,1.36,5.69,0.59,0.28,8.9
2009-11-21,1.73,7.28,3.95,1.39,8.72
2009-11-22,1.7,7.19,4.7,0.29,11.18
2009-11-23,1.02,4.24,0.0,0.28,5.72
2009-11-24,1.48,6.18,1.73,3.18,6.31
2009-11-25,1.38,5.77,0.52,3.53,7.36
2009-11-26,1.11,4.61,1.57,0.28,6.99
2009-11-27,0.96,3.96,0.0,0.28,8.05
2009-11-28,1.29,5.41,2.22,0.27,9.97
2009-11-29,1.15,4.78,0.75,2.13,5.44
2009-11-30,1.21,5.02,0.75,0.25,8.36
2009-12-01,1.22,5.08,0.0,0.25,7.51
2009-12-02,1.63,6.82,0.79,4.9,8.92
2009-12-03,1.03,4.29,0.72,0.28,6.88
2009-12-04,1.19,4.99,0.8,0.24,6.34
2009-12-05,1.63,6.92,2.65,0.24,9.25
2009-12-06,1.65,6.98,1.98,2.9,8.62
2009-12-07,1.21,5.07,0.79,0.25,7.15
2009-12-08,1.39,5.79,0.77,0.24,10.68
2009-12-09,1.25,5.25,1.43,2.33,5.54
2009-12-10,1.43,5.97,1.96,0.24,10.71
2009-12-11,1.24,5.13,1.07,0.27,7.81
2009-12-12,1.26,5.26,0.75,2.86,5.69
2009-12-13,1.49,6.16,2.77,0.29,9.15
2009-12-14,1.25,5.12,0.76,1.58,7.46
2009-12-15,1.35,5.51,0.77,0.27,9.78
2009-12-16,0.97,3.99,0.79,2.04,5.63
2009-12-17,1.19,4.84,0.0,0.21,10.0
2009-12-18,1.21,4.97,0.83,0.21,7.96
2009-12-19,1.53,6.24,0.81,1.85,9.5
2009-12-20,0.79,3.24,0.86,0.22,5.41
2009-12-21,1.41,5.78,2.29,0.2,7.97
2009-12-22,1.31,5.37,0.0,0.2,10.99
2009-12-23,1.01,4.12,0.79,0.2,7.78
2009-12-24,2.02,8.29,3.6,3.87,10.55
2009-12-25,1.48,6.13,2.34,2.7,9.92
2009-12-26,1.52,6.31,0.82,2.98,11.14
2009-12-27,1.52,6.36,2.93,0.22,8.65
2009-12-28,1.45,6.03,1.51,1.43,10.37
2009-12-29,1.42,5.91,0.88,0.24,7.09
2009-12-30,1.7,7.17,3.67,3.15,8.67
2009-12-31,1.54,6.4,0.0,0.27,13.48
2010-01-01,0.85,3.54,1.6,0.23,2.47
2010-01-02,0.91,3.81,0.56,0.21,4.46
2010-01-03,1.45,6.04,2.67,3.42,7.0
2010-01-04,1.11,4.6,0.0,0.2,7.51
2010-01-05,1.54,6.35,1.24,0.2,11.44
2010-01-06,1.23,5.11,1.2,2.26,7.89
2010-01-07,1.23,5.07,0.83,0.18,8.98
2010-01-08,1.25,5.15,0.0,0.69,8.7
2010-01-09,1.62,6.73,1.93,3.37,10.23
2010-01-10,1.74,7.23,2.48,1.41,9.8
2010-01-11,1.05,4.34,0.87,0.24,7.14
2010-01-12,1.44,5.98,0.62,3.91,10.72
2010-01-13,,,,,
2010-01-14,2.08,8.68,6.34,0.28,6.35
2010-01-15,1.53,6.34,1.36,2.05,9.41
2010-01-16,1.49,6.22,1.81,1.68,9.48
2010-01-17,1.32,5.52,1.38,0.21,10.45
2010-01-18,1.31,5.42,0.43,0.2,9.01
2010-01-19,1.69,7.0,1.42,0.45,13.41
2010-01-20,1.63,6.81,1.61,2.32,10.11
2010-01-21,1.48,6.16,0.62,0.31,11.42
2010-01-22,1.24,5.18,0.49,0.24,10.08
2010-01-23,1.81,7.67,2.19,2.84,11.13
2010-01-24,1.58,6.61,2.43,1.92,7.67
2010-01-25,1.34,5.55,0.95,0.32,11.21
2010-01-26,1.44,5.9,0.37,0.27,11.28
2010-01-27,1.92,7.99,1.42,4.45,12.61
2010-01-28,1.47,6.06,1.41,0.35,10.41
2010-01-29,1.45,5.98,1.03,0.59,12.54
2010-01-30,1.97,8.31,2.25,5.24,12.42
2010-01-31,1.25,5.2,1.19,0.96,8.73
2010-02-01,1.18,4.86,0.77,0.25,10.15
2010-02-02,1.5,6.15,0.0,0.27,14.96
2010-02-03,2.02,8.37,1.55,5.85,14.67
2010-02-04,1.61,6.64,0.75,0.37,16.49
2010-02-05,1.46,6.08,0.63,0.33,12.51
2010-02-06,1.88,7.93,3.0,1.53,12.4
2010-02-07,1.13,4.73,1.9,2.66,3.85
2010-02-08,1.79,7.41,0.81,0.3,13.72
2010-02-09,1.68,6.92,0.84,0.28,13.73
2010-02-10,1.35,5.61,0.85,2.07,8.49
2010-02-11,0.95,3.91,0.0,0.23,6.89
2010-02-12,1.31,5.41,0.86,0.22,10.56
2010-02-13,1.63,6.74,1.28,3.68,12.99
2010-02-14,1.17,4.83,0.85,0.22,9.17
2010-02-15,1.46,6.04,2.41,0.23,11.16
2010-02-16,1.25,5.15,1.35,0.22,8.9
2010-02-17,1.43,5.94,1.59,4.61,7.01
2010-02-18,1.22,5.04,0.67,0.27,10.34
2010-02-19,1.36,5.65,1.48,0.28,10.1
2010-02-20,1.38,5.75,2.6,0.27,10.05
2010-02-21,1.9,8.04,4.1,5.65,11.86
2010-02-22,1.02,4.32,0.97,1.5,7.05
2010-02-23,1.01,4.25,0.0,2.08,6.12
2010-02-24,1.33,5.52,1.57,1.17,9.94
2010-02-25,1.31,5.41,0.0,0.33,10.5
2010-02-26,1.47,6.14,0.8,1.7,10.29
2010-02-27,1.23,5.15,2.6,0.31,9.97
2010-02-28,0.49,2.06,0.0,0.34,2.05
2010-03-01,0.9,3.76,1.24,0.33,4.94
2010-03-02,0.53,2.23,0.0,0.29,2.5
2010-03-03,0.65,2.73,0.0,0.3,5.01
2010-03-04,0.47,2.01,0.0,0.3,2.03
2010-03-05,0.79,3.27,0.77,0.24,4.11
2010-03-06,0.55,2.31,0.0,0.29,2.76
2010-03-07,0.95,3.97,0.0,3.25,2.55
2010-03-08,1.78,7.42,2.93,5.31,11.09
2010-03-09,1.22,5.08,0.59,0.28,7.56
2010-03-10,1.27,5.2,0.81,0.26,10.36
2010-03-11,1.35,5.64,1.44,0.22,10.91
2010-03-12,1.14,4.72,1.17,0.29,9.78
2010-03-13,1.65,6.9,1.98,3.84,12.48
2010-03-14,1.09,4.59,2.41,0.64,4.93
2010-03-15,1.24,5.18,0.54,0.3,10.45
2010-03-16,1.07,4.46,0.0,0.32,7.0
2010-03-17,1.4,5.83,0.79,4.06,9.1
2010-03-18,1.09,4.55,0.8,0.4,7.53
2010-03-19,1.16,4.81,0.0,0.41,8.74
2010-03-20,0.57,2.37,0.0,0.11,4.18
2010-03-21,1.48,6.27,2.69,4.52,5.93
2010-03-22,1.12,4.69,0.79,0.39,9.62
2010-03-23,1.27,5.37,2.01,0.8,9.1
2010-03-24,1.39,5.8,0.75,4.05,8.9
2010-03-25,1.17,4.84,0.0,0.42,9.58
2010-03-26,1.15,4.8,0.75,0.47,8.71
2010-03-27,1.28,5.39,0.74,2.14,8.67
2010-03-28,1.25,5.32,0.75,5.48,4.94
2010-03-29,1.13,4.73,0.0,0.44,10.71
2010-03-30,1.32,5.64,1.22,0.4,9.56
2010-03-31,1.34,5.66,0.74,4.38,8.36
2010-04-01,1.17,4.88,1.24,0.36,10.0
2010-04-02,1.14,4.73,0.0,0.34,9.08
2010-04-03,1.25,5.17,1.23,0.45,12.29
2010-04-04,1.17,4.93,0.76,0.58,8.81
2010-04-05,0.78,3.27,1.22,1.0,3.82
2010-04-06,1.27,5.26,0.8,0.43,8.66
2010-04-07,1.11,4.65,0.75,2.39,7.89
2010-04-08,1.15,4.76,0.1,0.46,9.25
2010-04-09,0.86,3.57,0.76,0.39,7.36
2010-04-10,0.83,3.49,0.72,0.67,6.2
2010-04-11,1.11,4.74,3.82,0.38,6.15
2010-04-12,1.0,4.16,0.46,0.42,8.3
2010-04-13,1.05,4.39,0.76,0.45,9.05
2010-04-14,1.15,4.85,0.79,4.08,6.38
2010-04-15,1.3,5.43,1.75,0.46,10.88
2010-04-16,1.08,4.55,1.97,0.41,8.77
2010-04-17,1.08,4.55,0.38,2.17,8.73
2010-04-18,1.03,4.28,0.77,0.43,8.72
2010-04-19,1.19,4.96,0.85,2.95,9.36
2010-04-20,1.27,5.33,0.96,0.5,11.58
2010-04-21,1.1,4.56,0.0,0.44,8.96
2010-04-22,1.01,4.27,0.74,0.45,8.68
2010-04-23,0.82,3.44,0.0,0.43,7.63
2010-04-24,1.05,4.59,3.09,1.03,5.71
2010-04-25,1.07,4.52,0.0,1.63,5.27
2010-04-26,0.75,3.17,0.72,0.32,5.3
2010-04-27,0.87,3.62,0.0,0.38,5.93
2010-04-28,0.6,2.55,0.0,0.4,4.19
2010-04-29,0.77,3.2,0.01,0.47,5.63
2010-04-30,0.78,3.32,1.87,0.46,4.84
2010-05-01,0.92,3.93,1.38,3.39,4.69
2010-05-02,1.52,6.42,1.29,5.53,10.04
2010-05-03,0.98,4.16,0.68,0.37,8.21
2010-05-04,1.05,4.5,0.0,0.71,8.34
2010-05-05,1.25,5.37,2.06,1.52,8.46
2010-05-06,0.9,3.82,0.0,0.21,7.14
2010-05-07,1.14,4.82,0.73,0.23,9.45
2010-05-08,1.06,4.49,2.48,1.69,7.05
2010-05-09,1.09,4.64,2.01,1.83,6.91
2010-05-10,1.02,4.26,0.0,0.28,8.95
2010-05-11,1.09,4.54,0.8,0.24,7.93
2010-05-12,1.41,5.89,0.72,3.08,11.36
2010-05-13,1.08,4.48,1.48,1.03,7.32
2010-05-14,1.2,4.98,0.73,0.23,11.64
2010-05-15,1.35,5.71,2.32,0.23,9.49
2010-05-16,1.46,6.15,2.33,2.72,8.26
2010-05-17,1.13,4.72,0.7,0.25,10.66
2010-05-18,0.99,4.12,0.0,0.26,8.11
2010-05-19,0.99,4.18,1.47,0.46,6.85
2010-05-20,0.8,3.36,0.0,0.26,7.01
2010-05-21,0.9,3.8,0.75,0.26,7.02
2010-05-22,1.46,6.16,1.58,1.7,12.12
2010-05-23,1.03,4.4,0.6,0.29,6.63
2010-05-24,0.93,3.97,1.3,1.71,5.38
2010-05-25,0.83,3.59,0.33,0.31,7.25
2010-05-26,0.96,4.18,0.63,3.12,5.92
2010-05-27,0.92,3.91,0.65,0.31,7.41
2010-05-28,0.97,4.1,0.71,0.29,8.07
2010-05-29,1.42,6.04,2.82,0.28,11.55
2010-05-30,1.16,4.9,1.67,2.07,6.74
2010-05-31,0.93,3.97,1.19,1.51,7.26
2010-06-01,0.88,3.72,0.67,0.28,8.23
2010-06-02,0.68,2.92,0.0,0.46,5.87
2010-06-03,0.97,4.15,2.02,0.31,8.54
2010-06-04,0.99,4.2,1.18,0.28,8.69
2010-06-05,1.4,6.1,7.59,0.87,8.49
2010-06-06,1.21,5.29,5.28,0.4,7.89
2010-06-07,0.7,3.03,1.26,0.34,4.68
2010-06-08,0.95,4.03,1.05,0.57,7.9
2010-06-09,1.07,4.54,1.93,2.96,5.73
2010-06-10,0.84,3.59,0.0,0.33,7.55
2010-06-11,1.02,4.41,2.39,0.32,8.14
2010-06-12,1.37,5.85,1.88,2.54,11.25
2010-06-13,1.16,5.06,3.42,1.75,6.32
2010-06-14,0.85,3.61,0.67,0.33,7.18
2010-06-15,0.85,3.62,0.0,0.34,7.04
2010-06-16,1.23,5.18,1.3,3.47,7.18
2010-06-17,0.71,3.05,0.0,0.34,5.91
2010-06-18,0.93,3.95,0.68,0.32,8.32
2010-06-19,0.98,4.21,1.66,1.25,6.63
2010-06-20,1.16,4.92,0.71,2.91,8.57
2010-06-21,1.15,4.95,2.66,2.45,7.76
2010-06-22,1.06,4.58,0.67,4.29,6.41
2010-06-23,1.0,4.38,3.99,1.04,7.08
2010-06-24,0.76,3.27,0.68,0.61,5.62
2010-06-25,0.76,3.32,0.0,0.48,7.27
2010-06-26,0.68,3.0,0.64,0.85,5.51
2010-06-27,0.79,3.49,1.85,0.53,5.34
2010-06-28,1.02,4.37,0.0,0.56,8.69
2010-06-29,0.95,4.16,1.21,1.37,5.74
2010-06-30,0.96,4.09,0.28,0.56,3.62
2010-07-01,0.94,4.05,0.61,0.64,5.17
2010-07-02,0.79,3.5,0.57,0.65,4.4
2010-07-03,0.78,3.42,0.0,0.67,4.27
2010-07-04,1.07,4.56,0.6,0.56,4.58
2010-07-05,0.77,3.33,0.58,0.58,4.8
2010-07-06,0.7,3.01,0.0,0.54,5.87
2010-07-07,0.58,2.55,0.61,0.53,4.0
2010-07-08,0.84,3.63,0.6,0.94,5.87
2010-07-09,0.75,3.32,0.0,0.43,3.72
2010-07-10,0.8,3.51,0.63,0.86,6.2
2010-07-11,0.83,3.65,0.59,0.41,5.4
2010-07-12,0.77,3.4,1.2,0.45,4.47
2010-07-13,0.96,4.24,1.58,1.96,5.48
2010-07-14,0.98,4.26,0.74,0.42,5.26
2010-07-15,1.13,4.79,0.74,1.51,5.7
2010-07-16,0.57,2.49,0.0,0.39,2.68
2010-07-17,0.56,2.42,0.0,0.38,4.23
2010-07-18,0.56,2.42,0.0,0.35,2.74
2010-07-19,0.56,2.4,0.0,0.38,4.24
2010-07-20,0.59,2.57,0.01,0.38,3.6
2010-07-21,0.74,3.2,1.41,0.41,4.29
2010-07-22,0.81,3.5,0.0,1.49,3.89
2010-07-23,0.82,3.52,0.62,1.46,5.76
2010-07-24,0.64,2.79,0.0,1.46,2.7
2010-07-25,0.79,3.37,0.0,2.59,5.24
2010-07-26,0.61,2.66,0.0,1.56,2.88
2010-07-27,0.66,2.83,0.63,0.36,2.81
2010-07-28,0.6,2.58,0.56,0.38,5.02
2010-07-29,0.38,1.69,0.0,0.37,2.89
2010-07-30,0.38,1.7,0.0,0.37,2.84
2010-07-31,0.39,1.72,0.0,0.38,2.97
2010-08-01,0.39,1.72,0.0,0.39,2.96
2010-08-02,0.38,1.7,0.0,0.37,2.91
2010-08-03,0.43,1.85,0.0,0.37,2.84
2010-08-04,0.38,1.67,0.0,0.37,2.86
2010-08-05,0.37,1.63,0.0,0.36,2.79
2010-08-06,0.36,1.6,0.0,0.35,2.74
2010-08-07,0.37,1.62,0.0,0.36,2.76
2010-08-08,0.37,1.62,0.0,0.37,2.75
2010-08-09,0.37,1.64,0.0,0.36,2.81
2010-08-10,0.38,1.66,0.0,0.36,2.88
2010-08-11,0.38,1.67,0.0,0.38,2.86
2010-08-12,0.37,1.62,0.0,0.36,2.77
2010-08-13,0.37,1.63,0.0,0.35,2.85
2010-08-14,0.38,1.68,0.0,0.36,3.1
2010-08-15,0.73,3.16,0.0,3.03,3.67
2010-08-16,0.78,3.42,1.06,0.32,5.09
2010-08-17,0.78,3.29,0.74,0.59,4.35
2010-08-18,,,,,
2010-08-19,,,,,
2010-08-20,,,,,
2010-08-21,,,,,
2010-08-22,0.61,2.71,0.0,0.36,1.97
2010-08-23,0.53,2.33,0.0,0.39,4.24
2010-08-24,0.5,2.25,0.0,0.38,3.97
2010-08-25,0.68,2.94,0.67,0.36,6.22
2010-08-26,0.53,2.3,0.0,0.37,3.53
2010-08-27,1.41,5.99,0.65,5.27,8.82
2010-08-28,1.0,4.28,1.45,0.38,9.02
2010-08-29,1.16,4.94,2.09,0.37,9.09
2010-08-30,1.04,4.38,0.65,1.02,8.19
2010-08-31,0.95,4.1,1.46,1.2,5.53
2010-09-01,1.11,4.69,1.35,0.83,9.72
2010-09-02,0.97,4.09,0.65,0.35,8.18
2010-09-03,0.94,3.97,0.65,0.36,6.77
2010-09-04,1.21,5.17,1.81,0.51,9.2
2010-09-05,0.92,3.96,1.12,1.9,5.19
2010-09-06,0.99,4.21,2.2,0.37,7.07
2010-09-07,1.01,4.31,1.34,0.64,8.21
2010-09-08,0.91,3.87,0.0,0.34,5.19
2010-09-09,0.86,3.7,1.26,1.48,4.87
2010-09-10,0.92,3.92,0.67,0.45,7.48
2010-09-11,1.02,4.31,0.65,0.99,6.25
2010-09-12,1.12,4.76,1.25,1.44,6.17
2010-09-13,0.75,3.24,0.9,0.55,4.66
2010-09-14,0.99,4.24,1.3,1.88,7.13
2010-09-15,0.68,2.95,0.0,0.62,4.18
2010-09-16,0.93,3.93,0.72,0.51,7.16
2010-09-17,1.04,4.43,1.36,3.82,6.75
2010-09-18,0.87,3.66,0.68,0.52,8.18
2010-09-19,0.64,2.71,0.0,0.91,3.58
2010-09-20,1.17,4.99,2.31,0.53,9.21
2010-09-21,0.77,3.31,0.0,0.47,5.53
2010-09-22,1.05,4.47,1.72,0.81,8.17
2010-09-23,1.01,4.23,0.71,0.52,8.33
2010-09-24,0.92,3.92,1.21,0.54,6.02
2010-09-25,0.45,1.94,0.0,0.64,3.8
2010-09-26,,,,,
2010-09-27,,,,,
2010-09-28,1.64,6.85,3.29,0.63,3.14
2010-09-29,1.17,4.88,1.1,0.45,9.06
2010-09-30,0.87,3.6,0.0,0.54,5.55
2010-10-01,1.05,4.37,1.22,0.5,7.85
2010-10-02,1.34,5.58,2.76,0.51,9.4
2010-10-03,1.27,5.4,3.47,1.78,5.37
2010-10-04,1.23,5.2,1.19,0.5,5.73
2010-10-05,1.29,5.42,0.0,2.09,8.36
2010-10-06,0.91,3.82,0.71,0.37,5.59
2010-10-07,1.26,5.29,1.5,0.38,8.8
2010-10-08,1.05,4.43,0.67,0.49,6.89
2010-10-09,1.12,4.74,0.67,1.1,9.12
2010-10-10,1.39,5.92,2.31,0.54,7.15
2010-10-11,1.13,4.82,0.7,3.48,6.07
2010-10-12,1.1,4.68,0.77,0.54,6.81
2010-10-13,1.44,6.02,1.38,0.42,11.52
2010-10-14,1.48,6.26,1.79,1.7,9.89
2010-10-15,1.11,4.69,0.49,0.57,7.49
2010-10-16,0.69,2.94,0.0,0.45,5.32
2010-10-17,0.73,3.06,0.69,0.46,3.25
2010-10-18,1.88,7.9,1.55,7.1,11.38
2010-10-19,1.34,5.65,0.71,2.85,6.57
2010-10-20,1.2,5.03,1.5,0.48,7.17
2010-10-21,0.94,3.95,0.52,0.48,4.69
2010-10-22,1.16,4.78,0.77,0.33,8.82
2010-10-23,1.59,6.69,2.6,2.7,9.35
2010-10-24,1.66,6.97,1.38,5.24,9.2
2010-10-25,0.81,3.39,0.0,0.38,4.69
2010-10-26,0.66,2.75,0.0,1.73,3.46
2010-10-27,0.88,3.62,0.0,1.43,5.74
2010-10-28,1.02,4.2,0.77,1.82,6.31
2010-10-29,0.84,3.51,0.75,0.5,2.72
2010-10-30,1.49,6.23,1.63,0.43,10.63
2010-10-31,1.03,4.24,0.99,0.47,3.88
2010-11-01,0.96,3.94,0.0,0.44,6.07
2010-11-02,0.83,3.42,0.0,0.4,4.02
2010-11-03,0.9,3.76,0.71,0.77,4.53
2010-11-04,1.77,7.5,4.19,7.77,7.14
2010-11-05,1.21,5.05,0.0,0.55,8.76
2010-11-06,1.25,5.35,2.26,0.47,6.81
2010-11-07,1.16,4.97,0.71,0.43,4.82
2010-11-08,1.27,5.37,0.75,0.39,9.05
2010-11-09,1.4,5.99,1.46,0.4,8.68
2010-11-10,1.35,5.72,0.71,4.07,9.24
2010-11-11,1.23,5.26,2.38,1.54,4.35
2010-11-12,1.28,5.43,1.43,0.34,7.16
2010-11-13,1.4,5.92,0.73,0.41,9.62
2010-11-14,1.42,6.03,3.71,0.38,6.08
2010-11-15,1.21,5.13,0.75,2.93,6.19
2010-11-16,1.05,4.4,0.0,0.33,5.52
2010-11-17,1.1,4.63,0.8,0.34,6.19
2010-11-18,1.15,4.88,1.51,0.34,6.56
2010-11-19,1.09,4.58,0.0,0.34,8.27
2010-11-20,1.53,6.47,3.03,2.05,7.94
2010-11-21,0.63,2.64,0.0,0.35,3.32
2010-11-22,1.42,6.01,3.37,1.47,7.04
2010-11-23,1.1,4.67,1.3,0.32,5.29
2010-11-24,1.25,5.25,0.76,1.98,8.49
2010-11-25,0.99,4.17,0.75,0.3,3.52
2010-11-26,1.18,4.96,0.86,0.3,7.91
